,item,tag,vec
140,0,"wha",
141,0,"i love",
142,0,":)",
143,0,"wha",
144,0,"ok",
145,0,"okay",
146,0,"okay baby",
147,0,"my",
148,0,"hehe",
149,0,"hiii",
150,0,"cold",
151,0,"ikr",
152,0,":)",
153,0,"ik",
154,0,"sam",
155,0,"how",
156,0,"yea",
157,0,"what",
158,0,"good",
159,0,"hey",
160,0,"go",
161,0,"you",
162,0,"no",
163,0,"oooo",
164,0,"oooo",
165,0,"ok",
166,0,"ok",
167,0,"ok",
168,0,"go",
169,0,"oooo",
170,0,"\uD83D\uDE02\uD83D\uDE02",
171,0,"\uD83D\uDE02\uD83D\uDE02",
172,0,"oooo",
173,0,"\uD83D\uDE02\uD83D\uDE02",
174,0,"ok",
175,0,"my",
176,0,"am",
177,0,"am",
178,0,"morning",
179,0,"up",
180,0,"no",
181,0,"pay",
182,0,"the",
183,0,"oh",
184,0,"good",
185,0,"eish",
186,0,"yeah",
187,0,"christian",
188,0,"ah",
189,0,"ahh",
190,0,"nope",
191,0,"this",
192,0,"me",
193,0,"yes",
194,0,"yeah?",
195,0,"ayt",
196,0,"hmmm",
197,0,"ooooooo",
198,0,"ayt",
199,0,"yeah",
200,0,"yeah",
201,0,"ok",
202,0,"okay",
203,0,"sorry",
204,0,"huh",
205,0,"aww",
206,0,"haha",
207,0,"fuck",
208,0,"no",
209,0,"so",
210,0,"chicken",
211,0,"now",
212,0,"now",
213,0,"now",
214,0,"os",
215,0,"is",
216,0,"put",
217,0,"\uD83D\uDE02\uD83D\uDE02",
218,0,"wha",
219,0,"what",
220,0,"fuck",
221,0,"where",
222,0,"nah",
223,0,"\uD83D\uDE02\uD83D\uDE02",
224,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
225,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
226,0,"po",
227,0,"ga",
228,0,"see",
229,0,"sound",
230,0,"yay",
231,1,"yay",
232,0,"ok",
233,0,"ok",
234,0,"ok",
235,0,"ok",
236,0,"ok thanks",
237,0,"lol",
238,1,"lol",
239,0,"no",
240,0,"ok",
241,0,"why",
242,0,"ok",
243,0,"its ok",
244,0,"i know",
245,0,"ik",
246,0,"\uD83D\uDE02",
247,0,"what",
248,0,"good",
249,0,"cool",
250,0,"i am",
251,0,"okay i will",
252,0,"why",
253,0,"what",
254,0,"okay",
255,0,"yes",
256,0,"hi",
257,0,"ho",
258,0,"that's",
259,0,"aw",
260,0,"awwww",
261,0,"i love you",
262,0,"bad",
263,0,"wha",
264,0,"babe",
265,0,"pls",
266,0,"tell me",
267,0,"babe",
268,0,"up",
269,0,"so",
270,0,"im sorry",
271,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
272,0,"i love",
273,0,"my mom",
274,0,"\uD83D\uDE02\uD83D\uDE02",
275,0,"haha",
276,0,"no",
277,0,"please",
278,0,"hi",
279,0,"hi",
280,0,"hi",
281,0,"hi",
282,0,"hi",
283,0,"hi",
284,0,"hi",
285,0,"imagine",
286,0,"so",
287,0,"well",
288,0,"what",
289,0,"aw",
290,0,"what",
291,0,"why",
292,0,"wait",
293,0,"book",
294,0,"by",
295,0,"mom",
296,0,"now",
297,0,"but",
298,0,"tell me",
299,0,"good",
300,0,"it",
301,0,"wtf",
302,0,"i promise",
303,0,"what",
304,0,"what",
305,0,"babyy",
306,0,"what is it",
307,0,"i love",
308,0,"no",
309,0,"tell me",
310,0,"oooo",
311,0,"wtf",
312,0,"aham",
313,0,"ok",
314,0,"\uD83D\uDE02\uD83D\uDE02",
315,0,"yeah",
316,0,"it",
317,0,"nm",
318,0,"sa",
319,0,"that's",
320,0,"no",
321,0,"now",
322,0,"the",
323,0,"ooo",
324,0,"superb",
325,0,"lol",
326,0,"st",
327,0,"you",
328,0,"you are",
329,0,"i'm",
330,0,"thanks",
331,0,"i am",
332,0,"oh",
333,0,"oh...",
334,0,"he",
335,0,"i know",
336,0,"i know",
337,0,"i hope",
338,0,"i hope",
339,0,"i hope so",
340,0,"i hope so",
341,0,"sorry",
342,0,"happy",
343,0,"no",
344,0,"ah",
345,0,"ahh",
346,0,"games",
347,0,"im",
348,0,"i'm",
349,0,"here",
350,0,"and you",
351,0,"you",
352,0,"hoe",
353,0,"you",
354,0,"why not",
355,0,"no",
356,0,"what?",
357,0,"hahahha",
358,0,"i wish",
359,0,"what",
360,0,"and you",
361,0,"be",
362,0,"haha",
363,0,"haha",
364,0,"of",
365,0,"hah",
366,0,":)",
367,0,"what?",
368,0,"tell me",
369,0,"i'm",
370,0,"i know",
371,0,"okay",
372,0,"how",
373,0,"ugh",
374,0,"yeah",
375,0,"ahh",
376,0,"your",
377,0,"you",
378,0,"no",
379,0,"you",
380,0,"ahh",
381,0,"yeah?",
382,0,"so...",
383,0,"oh",
384,0,"sho",
385,0,"i think",
386,0,"what time?",
387,0,"ugh",
388,0,"i mean",
389,0,"ugh",
390,0,"oh",
391,0,"you",
392,0,"yessss",
393,0,"ahahha",
394,0,"okay?",
395,0,"idk",
396,0,"wtf",
397,0,"love",
398,0,"omg",
399,0,"it",
400,0,"here",
401,0,"why not?",
402,0,":(",
403,0,"im",
404,0,"you",
405,0,":(",
406,0,"trust me",
407,0,"lol",
408,0,"i am",
409,0,"hahahha",
410,0,"hahah",
411,0,"i mean",
412,0,"be",
413,0,"hahaha",
414,0,"i bet",
415,0,"i hope",
416,0,"oh",
417,0,"you",
418,0,"nooooo",
419,0,"nooooo",
420,0,"hahaha",
421,0,"yes",
422,0,"it",
423,0,"yeah",
424,0,"ew",
425,0,"ew",
426,0,"i'm",
427,0,"i'm",
428,0,"\uD83D\uDE02\uD83D\uDE02",
429,0,"sorry",
430,0,"haha",
431,0,"\uD83D\uDE02",
432,0,"omg",
433,0,"always",
434,0,"hahahah",
435,0,"yes",
436,0,"hahah",
437,0,"like",
438,0,"hahahah",
439,0,"it",
440,0,"oooo",
441,0,"fat",
442,0,"ew",
443,0,"what?",
444,0,"pls",
445,0,"haha",
446,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
447,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
448,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
449,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
450,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
451,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
452,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
453,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
454,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
455,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
456,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
457,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
458,0,"streaks",
459,0,"streaks",
460,0,"streaks",
461,0,"pr",
462,0,"i'm sorry",
463,0,"hey",
464,0,"hey babe",
465,0,":(",
466,0,"i am",
467,0,"hi",
468,0,"yes",
469,0,"okay",
470,0,"no",
471,0,"da",
472,0,"po",
473,0,"da",
474,0,"bro",
475,0,"what's up",
476,0,"how",
477,0,"okay",
478,0,"no",
479,0,"the",
480,0,"too",
481,0,"to",
482,0,"hi",
483,0,"yes",
484,0,"happy",
485,0,"happy birthday",
486,0,"happy birthday",
487,0,"amen",
488,0,"aye",
489,0,"ik",
490,0,"thank",
491,0,"yes ma",
492,0,"thank",
493,0,"to",
494,0,"na so",
495,0,"uh",
496,0,"bro",
497,0,"i swear",
498,0,"am",
499,0,"i swear",
500,0,"thank",
501,0,"thank god",
502,0,"so",
503,0,"so",
504,0,"so",
505,0,"\uD83D\uDE01",
506,0,"so",
507,0,"me",
508,0,"ok",
509,0,"nop",
510,0,"where are you",
511,0,"chocolate",
512,0,"come",
513,0,"how",
514,0,"wow",
515,0,"almost",
516,0,"yeah",
517,0,"of course",
518,0,"and",
519,0,"no",
520,0,"you",
521,0,"da",
522,0,"hahaha",
523,0,"hahahahaha",
524,0,"hahaha",
525,0,"hahahah",
526,0,"oke",
527,0,"hahahah",
528,0,"ok",
529,0,"hahahha",
530,0,"hahahah",
531,0,"hahahha",
532,0,"hahahahaha",
533,0,"hahahah",
534,0,"hahahahaha",
535,0,"hahahaha",
536,0,"pe",
537,0,"yeah",
538,0,"true",
539,0,"yeah",
540,0,"yeah",
541,0,"fuck",
542,0,"yes",
543,0,"right",
544,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
545,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
546,0,"nah",
547,0,"\uD83D\uDE02",
548,0,"yeah",
549,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
550,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
551,0,"that's",
552,0,"yeah",
553,0,"yes",
554,0,"hahaha",
555,0,"what u mean",
556,0,"awwwww",
557,0,"awwwwww",
558,0,"yeah",
559,0,"sh",
560,0,"anything",
561,0,"ok",
562,0,"mir",
563,0,"po",
564,0,"hahahah",
565,0,"\uD83D\uDE02\uD83D\uDE02",
566,0,"back",
567,0,"sorry",
568,0,"do",
569,0,"^^",
570,0,"okayy",
571,0,"okayy",
572,0,"here",
573,0,"babe",
574,0,"the",
575,0,"okay",
576,0,"yeah babe",
577,0,"hope so",
578,0,"sorry",
579,0,"and",
580,0,"you",
581,0,"and",
582,0,"i love you",
583,0,"i know",
584,0,"no",
585,0,"this",
586,0,"babe",
587,0,"you",
588,0,"you",
589,0,"okayy",
590,0,"good",
591,0,"thanks",
592,0,"okay",
593,0,"what",
594,0,"i know",
595,0,"you",
596,0,"you",
597,0,"you",
598,0,"here",
599,0,"you",
600,0,"i know",
601,0,"here",
602,0,"and",
603,0,"no",
604,0,"you",
605,0,"what",
606,0,"ca",
607,0,"...",
608,0,"you",
609,0,"what",
610,0,"you",
611,0,"crazy",
612,0,"so",
613,0,"babe",
614,0,"do",
615,0,"?",
616,0,"nothing",
617,0,"no",
618,0,"...",
619,0,"you",
620,0,"baby",
621,0,"be",
622,0,"why",
623,0,"what you doing",
624,0,"you",
625,0,"and",
626,0,"thanks",
627,0,"babe",
628,0,"come on",
629,0,"babe",
630,0,"to",
631,0,"great",
632,0,"babe",
633,0,"okay",
634,0,"will do",
635,0,"cx",
636,0,"same",
637,0,"come",
638,0,"funny",
639,0,"hey",
640,0,"ik",
641,0,"yeah",
642,0,"yeah",
643,0,"okay",
644,0,"ok",
645,0,"\uD83D\uDE18",
646,0,"ok",
647,0,"whats",
648,0,"yes",
649,0,"\uD83D\uDE18",
650,0,"no",
651,0,"\uD83D\uDE18",
652,0,"no",
653,0,"ne",
654,0,"\uD83D\uDE01",
655,0,"oh",
656,0,"\uD83D\uDE18",
657,0,"u ok?",
658,0,"ok",
659,1,"ok",
660,0,"oh",
661,0,"\uD83D\uDE18",
662,0,"\uD83D\uDE02",
663,0,"no",
664,0,"\uD83D\uDE18",
665,0,"\uD83D\uDE18",
666,0,"\uD83D\uDE18",
667,0,"there",
668,0,"\uD83D\uDE02",
669,0,"alright",
670,0,"i am",
671,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
672,0,"ahahah",
673,0,"me",
674,0,"yeah",
675,0,"no",
676,0,"not",
677,0,"okay",
678,0,"why",
679,0,"ok",
680,0,"\uD83D\uDCAF",
681,0,"im",
682,0,"no",
683,0,"always",
684,0,"ev",
685,0,"ok",
686,0,"\uD83D\uDE02",
687,0,"my",
688,0,"mad",
689,0,"\uD83D\uDE48",
690,0,"bless",
691,0,"mad",
692,0,"nah",
693,0,"al",
694,0,"i hear",
695,0,"ok",
696,0,"ok ok",
697,0,"i hear",
698,0,"lol",
699,0,"\uD83D\uDE18",
700,0,"who's this",
701,0,"bro",
702,0,"wow",
703,0,"wa",
704,0,"wtf",
705,0,"wt",
706,0,"wtf",
707,0,"wtf",
708,1,"wtf",
709,0,"\uD83D\uDE02",
710,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
711,0,"wat",
712,0,"\uD83D\uDC40",
713,0,"\uD83D\uDE02",
714,0,"\uD83D\uDE44",
715,0,"\uD83D\uDE02",
716,0,"lol",
717,0,"sex",
718,0,"u good",
719,0,"u good?",
720,0,"\uD83D\uDE02",
721,0,"nah",
722,1,"nah",
723,0,"i do",
724,0,"bro",
725,0,"trust me",
726,0,"\uD83D\uDE02",
727,0,"help",
728,0,"i hear",
729,0,"lo",
730,0,"i was",
731,0,"❤",
732,0,"lol",
733,0,"lol",
734,0,"go",
735,0,"lol",
736,0,"yoooo",
737,0,"lol",
738,0,"\uD83D\uDE02",
739,0,"bu",
740,0,"it",
741,0,"bro",
742,0,"hmmmm",
743,0,"ummmm",
744,0,"\uD83D\uDC40",
745,0,"i hear",
746,0,"ok",
747,0,"aww",
748,0,"oh",
749,0,"ohk",
750,0,"ohk",
751,0,"ok",
752,0,"wa",
753,0,"wa",
754,0,"pls",
755,0,"why",
756,0,"lol",
757,0,"am",
758,0,"oh",
759,0,"for",
760,0,"see",
761,0,"awwww",
762,0,"oh",
763,0,"send",
764,0,"uh",
765,0,"ohk",
766,0,"oh",
767,0,"ohk",
768,0,"wooow",
769,0,"lo",
770,0,"uh",
771,0,"i see",
772,0,"cut",
773,0,"hmmmm",
774,0,"ooo",
775,0,"really",
776,0,"hahaha",
777,0,"go",
778,0,"gi",
779,0,"no",
780,0,"ohk",
781,0,"by",
782,0,"bye",
783,0,"no",
784,0,"call",
785,0,"oh",
786,0,"pls",
787,0,"lu",
788,0,"no",
789,0,"po",
790,0,"❤",
791,0,"hi",
792,0,"lol",
793,0,"ne",
794,0,"hah",
795,0,"hahah",
796,0,"hahaha",
797,0,"so",
798,0,"fine",
799,0,"hmmmm",
800,0,"do",
801,0,"don't",
802,0,"don't worry",
803,0,"te",
804,0,"tell me",
805,0,"oh",
806,0,"tell",
807,0,"tell me",
808,0,"never mind",
809,0,"really",
810,0,"i see",
811,0,"ohk",
812,0,"ohk",
813,0,"hmmm",
814,0,"go",
815,0,"by",
816,0,"byee",
817,0,"for",
818,0,"awwww",
819,0,"awwww",
820,0,"ok",
821,0,"hmmm",
822,0,"really",
823,0,"why",
824,0,"lol",
825,0,"aww",
826,0,"awwww",
827,0,"awwww",
828,0,"hmmm",
829,0,"no",
830,0,"always",
831,0,"sam",
832,0,"sleep",
833,0,"always",
834,0,"hmm",
835,0,"uh",
836,0,"ne",
837,0,"i will",
838,0,"ok",
839,0,"oh",
840,0,"ohk",
841,0,"tnx dear",
842,0,"not",
843,0,"i mean",
844,0,"hmmmm",
845,0,"ur",
846,0,"hmm",
847,0,"hah",
848,0,"yes",
849,0,"ur",
850,0,"really",
851,0,"uh",
852,0,"ahhhh",
853,0,"ahhhh",
854,0,"hmmmm",
855,0,"ohk",
856,0,"i see",
857,0,"wa",
858,0,"naaaa",
859,0,"really",
860,0,"i see",
861,0,"awwwww",
862,0,"awwwww",
863,0,"today",
864,0,"ver",
865,0,"hw",
866,0,"is",
867,0,"i see",
868,0,"awwwww",
869,0,"tru",
870,0,"wa",
871,0,"ur",
872,0,"wow",
873,0,"\uD83D\uDE02",
874,0,"ok",
875,0,"ok",
876,0,"hi",
877,0,"ok",
878,0,"an",
879,0,"im sorry",
880,0,"okay",
881,0,"ok",
882,0,"ta",
883,0,"see",
884,0,"no",
885,0,"yeah",
886,0,"ok",
887,0,"how are you",
888,0,"ew",
889,0,"oh",
890,0,"\uD83D\uDE02\uD83D\uDE02",
891,0,"da",
892,0,"that's good",
893,0,"that's good",
894,0,"awwww",
895,0,"how",
896,0,"why",
897,0,"so",
898,0,"ohhhh",
899,0,"aye",
900,0,"why",
901,0,"oh",
902,0,"☹",
903,0,"aw",
904,0,"that's good",
905,0,"that's good",
906,0,"\uD83D\uDE02",
907,0,"its good",
908,0,"why",
909,0,"ohhhhh",
910,0,"so",
911,0,"so",
912,0,"aye",
913,0,"mo",
914,0,"true",
915,0,"exactly",
916,0,"aw",
917,0,"nice",
918,0,"oo",
919,0,"dar",
920,0,"\uD83D\uDE0D",
921,0,"\uD83D\uDE02",
922,0,"do",
923,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
924,0,"my",
925,0,"no",
926,0,"no idea",
927,0,"oof",
928,0,"aye",
929,0,"aw",
930,0,"☹",
931,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
932,0,"my",
933,0,"ik",
934,0,"ehhhh",
935,0,"\uD83D\uDE02\uD83D\uDE02",
936,0,"\uD83D\uDE02",
937,0,"aye",
938,0,"\uD83D\uDE02",
939,0,"how",
940,0,"true",
941,0,"ik",
942,0,"\uD83D\uDE02",
943,0,"ohhhh",
944,0,"\uD83D\uDE02",
945,0,"\uD83D\uDE02\uD83D\uDE02",
946,0,"aww",
947,0,"you",
948,0,"hi",
949,0,"ya",
950,0,"ho",
951,0,"ooooo",
952,0,"ooooo",
953,0,"wy",
954,0,"ik",
955,0,"wa",
956,0,"what",
957,0,"what",
958,0,"ok",
959,0,"i guess",
960,0,"idk",
961,0,"it was",
962,0,"\uD83D\uDE02",
963,0,"aw",
964,0,"ohhhh",
965,0,"aye",
966,0,"aye",
967,0,"np",
968,0,"ya",
969,0,"yayyyy",
970,0,"that",
971,0,"hi",
972,0,"you",
973,0,"gra",
974,0,"i agree",
975,0,"ehhhh",
976,0,"aw",
977,0,"get",
978,0,"aye",
979,0,"like",
980,0,"i am",
981,0,"\uD83D\uDE02",
982,0,"aww",
983,0,"yes",
984,0,"yeah",
985,0,"ik",
986,0,"exactly",
987,0,"no",
988,0,"thanks",
989,0,"was",
990,0,"in",
991,0,"\uD83D\uDE02",
992,0,"sam",
993,0,"like",
994,0,"mu",
995,0,"fuck",
996,0,"fuck",
997,0,"aye",
998,0,"i was",
999,0,"then",
1000,0,"\uD83D\uDE02\uD83D\uDE02",
1001,0,"you",
1002,0,"same",
1003,0,"for what",
1004,0,"sorry",
1005,0,"ooooo",
1006,0,"you",
1007,0,"why",
1008,0,"your",
1009,0,"will",
1010,0,"ooo",
1011,0,"\uD83D\uDE0D",
1012,0,"ok",
1013,0,"oks",
1014,0,"thanks",
1015,0,"\uD83D\uDE02\uD83D\uDE02",
1016,0,"thanks",
1017,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
1018,0,"\uD83D\uDE02\uD83D\uDE02",
1019,0,"you",
1020,0,"oo",
1021,0,"how come",
1022,0,"tired",
1023,0,"oooooo",
1024,0,"i agree",
1025,0,"why",
1026,0,"ohhhhh",
1027,0,"why",
1028,0,"like",
1029,0,"not",
1030,0,"i think",
1031,0,"aye",
1032,0,"so",
1033,0,"yeah",
1034,0,"and",
1035,0,"ty",
1036,0,"tru",
1037,0,"true",
1038,0,"wym",
1039,0,"oh",
1040,0,"what",
1041,0,"aye",
1042,0,"why",
1043,0,"don't",
1044,0,"sorry",
1045,0,"why",
1046,0,"aye",
1047,0,"same",
1048,0,"not",
1049,0,"\uD83D\uDE02\uD83D\uDE02",
1050,0,"but",
1051,0,"ik",
1052,0,"i guess",
1053,0,"dra",
1054,0,"thanks",
1055,0,"what",
1056,0,"oooo",
1057,0,"ooooo",
1058,0,"i think",
1059,0,"\uD83D\uDE02\uD83D\uDE02",
1060,0,"ik",
1061,0,"\uD83D\uDE02",
1062,0,"cb",
1063,0,"cb",
1064,0,"you sure",
1065,0,"oh",
1066,0,"ok",
1067,0,"okay",
1068,0,"is",
1069,0,"it",
1070,0,"ya",
1071,0,"ya",
1072,0,"ho",
1073,0,"okay bro",
1074,0,"how",
1075,0,"what",
1076,0,"come",
1077,0,"real",
1078,0,"cool",
1079,0,"ugh",
1080,0,"rea",
1081,0,"streaks",
1082,0,"no no no",
1083,0,"no no no",
1084,0,"no no no",
1085,0,"you",
1086,0,"dude",
1087,0,"fuck",
1088,0,"fuck",
1089,0,"oh",
1090,0,"ah",
1091,0,"\uD83D\uDE0A",
1092,0,"to",
1093,0,"to",
1094,0,"\uD83D\uDE02\uD83D\uDE02",
1095,0,"yes",
1096,0,"mir",
1097,0,"ok",
1098,0,"mir",
1099,0,"so",
1100,0,"brenda",
1101,0,"ok",
1102,0,"mo",
1103,0,"sp",
1104,0,"of",
1105,0,"mir",
1106,0,"po",
1107,0,"to",
1108,0,"po",
1109,0,"mir",
1110,0,"sh",
1111,0,"pa",
1112,0,"mm",
1113,0,"you",
1114,0,"do",
1115,0,"hey",
1116,0,"hey",
1117,0,"sa",
1118,0,"the",
1119,0,"ok",
1120,0,"ok",
1121,0,"oke",
1122,0,"oke",
1123,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
1124,0,"\uD83D\uDE48",
1125,0,"ohh",
1126,0,"oh",
1127,0,"haha",
1128,0,"\uD83D\uDE02\uD83D\uDE02",
1129,0,"\uD83D\uDE0B",
1130,0,"je",
1131,0,"where",
1132,0,"oh",
1133,0,"um",
1134,0,"foo",
1135,0,"hm",
1136,0,"da",
1137,0,"como",
1138,0,"tu",
1139,0,"des",
1140,0,"oh",
1141,0,"\uD83D\uDE0A",
1142,0,"\uD83E\uDD14",
1143,0,"\uD83D\uDE14",
1144,0,"to",
1145,0,"?",
1146,0,"fa",
1147,0,"bu",
1148,0,"hmm",
1149,0,"fa",
1150,0,"fai",
1151,0,"oh",
1152,0,"gd",
1153,0,"oh",
1154,0,"oh ok",
1155,0,"oh okay",
1156,0,"ok",
1157,0,"okay",
1158,0,"open",
1159,0,"open",
1160,0,"ip",
1161,0,"no problem",
1162,0,"like what",
1163,0,"lo",
1164,0,"wtf",
1165,0,"wtf",
1166,0,"fuck",
1167,0,"hah",
1168,0,"mo",
1169,0,"yeah",
1170,0,"haha",
1171,0,"mo",
1172,0,"im",
1173,0,"lol",
1174,0,"wa",
1175,0,"op",
1176,0,"sorry",
1177,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
1178,0,"\uD83D\uDE02\uD83D\uDE02\uD83D\uDE02",
1179,0,"was",
1180,0,"awwwwwww",
1181,0,"awwww",
1182,0,"awwwww",
1183,0,"watch",
1184,0,"what",
1185,0,"what",
1186,0,"what",
1187,0,"ya",
1188,0,"awwwwwww",
1189,0,"\uD83D\uDE02",
1190,0,"aye",
1191,0,"byeee",
1192,0,"\uD83D\uDE0C",
1193,0,"mmm",
1194,0,"hhhhhh",
1195,0,"no",
1196,0,"da",
1197,0,"mmmm",
1198,0,"se",
1199,0,"hhhh",
1200,0,"hh",
1201,0,"hey",
1202,0,"what",
1203,0,"ok babe",
1204,0,"i know",
1205,0,"hm",
1206,0,"\uD83D\uDE02\uD83D\uDE02",
1207,0,"\uD83D\uDE11\uD83D\uDE11\uD83D\uDE11\uD83D\uDE11",
1208,0,"i'm",
1209,0,"hehe",
1210,1,"hehe",
1211,0,"oof",
1212,0,"oh",
1213,0,"nah",
1214,0,"ah",
1215,0,"ok",
1216,0,"um",
1217,1,"um",
1218,0,"idk",
1219,0,"ah",
1220,0,"i'm",
1221,0,"\uD83D\uDE0B",
1222,0,"streaks",
1223,0,"xd",
1224,0,"xd",
1225,0,"xd",
1226,0,"xd",
1227,0,"night",
1228,0,"have",
1229,0,"do",
1230,0,"im",
1231,0,"oh ya",
1232,0,"yes",
1233,0,"\uD83D\uDE00",
1234,0,"he",
1235,0,"how are you",
1236,0,"ok",
1237,0,"im",
1238,0,"mo",
1239,0,"i am",
1240,0,"ne",
1241,0,"yes",
1242,0,"ok",
1243,0,"ne",
1244,0,"i am",
1245,0,"so",
1246,0,"pa",
1247,0,"so",
1248,0,"so",
1249,0,"mama",
1250,0,"sup",
1251,0,"hahaha",
1252,0,"hoe",
1253,0,"mu",
1254,0,"goodnight",
1255,0,"???",
1256,0,"wait",
1257,0,"ea",
1258,0,"wat?",
